age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
58,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,*,>50K
39,Private,Masters,Married,Other,Husband,White,Male,0,1725,50,United-States,>50K
45,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
58,Local-gov,Masters,Never-Married,Professional,Not-in-family,White,Male,0,0,35,United-States,<=50K
19,Private,High School grad,Never-Married,Service,Own-child,Asian-Pac-Islander,Female,0,0,4,United-States,<=50K
22,Private,High School grad,Never-Married,Admin,Own-child,White,Male,0,0,40,United-States,<=50K
61,Self-emp-not-inc,Dropout,Separated,Professional,Not-in-family,White,Male,0,0,40,United-States,>50K
33,Private,High School grad,Never-Married,Admin,Unmarried,Black,Female,0,0,40,United-States,<=50K
59,Private,High School grad,Never-Married,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
38,Private,Bachelors,Separated,White-Collar,Wife,White,Female,0,0,50,United-States,>50K
60,Private,Dropout,Married,Admin,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
27,Private,Associates,Married,Professional,Husband,White,Male,0,0,40,United-States,<=50K
56,Private,Masters,Married,Professional,Husband,White,Male,0,0,50,*,<=50K
32,Private,Dropout,Married,Other,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
23,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
23,Private,Associates,Never-Married,Service,Not-in-family,White,Male,0,0,12,United-States,<=50K
49,Private,High School grad,Married,White-Collar,Husband,White,Female,0,0,40,United-States,<=50K
46,State-gov,High School grad,Separated,Sales,Not-in-family,White,Female,0,0,50,*,<=50K
27,Private,Bachelors,Never-Married,Blue-Collar,Own-child,White,Female,0,0,20,United-States,<=50K
29,Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
63,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,187,0,20,United-States,<=50K
32,Private,Associates,Separated,Admin,Husband,White,Female,0,0,40,United-States,<=50K
42,Self-emp-inc,Masters,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,2404,60,United-States,>50K
35,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,High School grad,Never-Married,Other,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,High School grad,Separated,Other,Not-in-family,Black,Male,0,0,40,United-States,<=50K
49,Self-emp-not-inc,*,Married,White-Collar,Husband,White,Male,15024,0,65,United-States,>50K
22,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,43,United-States,<=50K
42,Local-gov,Masters,Separated,Admin,Not-in-family,Black,Female,0,0,25,United-States,<=50K
31,Private,Bachelors,Separated,Admin,Wife,White,Female,0,0,45,United-States,<=50K
41,State-gov,High School grad,Separated,Professional,Not-in-family,White,Male,0,0,54,United-States,<=50K
63,Self-emp-not-inc,Masters,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
53,Private,High School grad,Married,White-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
61,Private,Associates,Married,White-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Local-gov,High School grad,Separated,Blue-Collar,Not-in-family,White,Female,0,0,40,United-States,<=50K
68,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,20,United-States,<=50K
21,Private,High School grad,Separated,Blue-Collar,Unmarried,White,Male,0,0,50,United-States,<=50K
33,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,Bachelors,Never-Married,Professional,Not-in-family,Black,Female,0,0,40,United-States,<=50K
41,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
51,State-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,54,United-States,>50K
63,Private,Masters,Separated,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,25,United-States,<=50K
37,Local-gov,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States,>50K
41,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,36,United-States,<=50K
18,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,10,United-States,<=50K
63,Self-emp-not-inc,High School grad,Widowed,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
21,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,Associates,Never-Married,Sales,Not-in-family,White,Male,0,0,50,*,>50K
19,Private,High School grad,Never-Married,Admin,Own-child,Black,Female,0,0,40,United-States,<=50K
26,Private,High School grad,Separated,Service,Own-child,White,Female,0,0,24,United-States,<=50K
49,Private,*,Never-Married,Professional,Unmarried,White,Male,13548,0,50,United-States,>50K
36,Private,High School grad,Married,Service,Husband,White,Male,0,0,60,United-States,<=50K
35,Self-emp-inc,Bachelors,Married,Professional,Not-in-family,White,Male,0,0,25,*,<=50K
34,Private,Masters,Never-Married,White-Collar,Not-in-family,White,Female,0,0,48,United-States,<=50K
35,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
59,State-gov,Bachelors,Separated,Blue-Collar,Husband,White,Male,0,0,60,United-States,<=50K
38,Private,High School grad,Separated,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
38,Private,High School grad,Married,Blue-Collar,Own-child,White,Male,0,0,45,United-States,<=50K
61,State-gov,Dropout,Married,Professional,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
33,Private,Masters,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,High School grad,Never-Married,Service,Unmarried,Black,Female,0,0,24,United-States,<=50K
53,Private,High School grad,Married,Other,Husband,Asian-Pac-Islander,Male,0,1866,40,*,>50K
50,Local-gov,Bachelors,Married,Sales,Husband,Asian-Pac-Islander,Male,0,0,60,*,>50K
27,Private,High School grad,Never-Married,Admin,Unmarried,White,Female,0,0,40,United-States,<=50K
42,Private,Associates,Never-Married,Admin,Own-child,White,Female,0,0,40,United-States,<=50K
50,Self-emp-not-inc,Bachelors,Married,Admin,Husband,White,Male,0,0,50,United-States,>50K
27,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,Dropout,Married,Sales,Husband,White,Male,0,0,20,United-States,<=50K
48,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,Bachelors,Never-Married,Professional,Unmarried,White,Male,0,0,37,United-States,<=50K
25,Private,Associates,Separated,Admin,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Private,Associates,Married,Other,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,Associates,Separated,Sales,Husband,White,Male,0,0,50,United-States,>50K
44,Private,Masters,Married,White-Collar,Husband,White,Male,0,0,50,*,>50K
43,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,>50K
18,Private,Dropout,Never-Married,Service,Own-child,White,Male,0,0,18,United-States,<=50K
27,Self-emp-not-inc,High School grad,Married,Other,Husband,White,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States,>50K
47,Private,High School grad,Married,Service,Husband,White,Male,0,0,32,United-States,<=50K
19,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Self-emp-inc,Bachelors,Married,Professional,Husband,White,Male,0,0,80,United-States,<=50K
38,Private,Bachelors,Married,Sales,Husband,Black,Male,0,0,40,*,<=50K
22,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
26,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,20,*,<=50K
48,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,*,Never-Married,Blue-Collar,Husband,White,Male,15024,0,74,United-States,>50K
32,Local-gov,High School grad,Married,Sales,Husband,White,Male,0,0,65,United-States,>50K
66,Local-gov,Associates,Married,White-Collar,Husband,White,Male,0,0,70,United-States,<=50K
42,Local-gov,High School grad,Married,Other,Husband,White,Male,15024,0,40,United-States,>50K
58,Private,Dropout,Married,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
32,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,Bachelors,Never-Married,Sales,Husband,White,Male,0,0,24,United-States,<=50K
51,Local-gov,Masters,Married,White-Collar,Husband,White,Male,0,0,40,United-States,>50K
37,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Private,High School grad,Married,Service,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,High School grad,Married,White-Collar,Husband,Black,Male,0,0,51,United-States,<=50K
27,Self-emp-not-inc,High School grad,Married,Blue-Collar,Own-child,White,Male,0,0,60,United-States,<=50K
46,Local-gov,High School grad,Separated,Professional,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
45,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,44,United-States,>50K
49,State-gov,High School grad,Never-Married,Admin,Unmarried,Black,Female,0,0,40,*,<=50K
25,Private,Dropout,Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Local-gov,Bachelors,Never-Married,Blue-Collar,Own-child,Black,Female,0,0,40,United-States,<=50K
61,Private,Associates,Widowed,Blue-Collar,Not-in-family,White,Male,0,0,65,United-States,<=50K
58,Self-emp-not-inc,Associates,Married,Blue-Collar,Husband,White,Male,0,0,42,*,<=50K
28,Private,*,Married,Blue-Collar,Not-in-family,Black,Male,9628,0,50,United-States,>50K
53,Self-emp-inc,Bachelors,Married,White-Collar,Not-in-family,Black,Female,0,0,50,United-States,>50K
42,Local-gov,Bachelors,Married,White-Collar,Husband,White,Male,0,0,70,United-States,<=50K
27,Private,Bachelors,Never-Married,Admin,Unmarried,White,Male,0,0,40,United-States,<=50K
44,Private,Dropout,Never-Married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
24,State-gov,High School grad,Married,Blue-Collar,Wife,White,Male,0,0,45,*,<=50K
33,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,*,<=50K
36,Private,Bachelors,Separated,Admin,Not-in-family,White,Male,7687,0,40,United-States,>50K
39,Private,Bachelors,Married,Professional,Not-in-family,White,Male,0,0,40,United-States,>50K
43,Private,Bachelors,Never-Married,Professional,Unmarried,White,Female,0,0,50,United-States,<=50K
35,Private,High School grad,Separated,Admin,Own-child,Asian-Pac-Islander,Female,0,0,30,United-States,<=50K
50,Local-gov,Associates,Married,Other,Husband,White,Male,0,0,40,United-States,>50K
44,Private,Associates,Never-Married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,Bachelors,Separated,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K
18,Private,Dropout,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,54,United-States,<=50K
37,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Husband,White,Male,3103,0,43,United-States,>50K
33,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,Dropout,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,40,*,<=50K
33,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,65,United-States,>50K
26,Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,35,United-States,<=50K
38,Private,*,Never-Married,Sales,Not-in-family,White,Male,0,2547,50,United-States,>50K
52,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,40,United-States,>50K
50,Private,Associates,Separated,Service,Unmarried,White,Male,0,0,40,United-States,<=50K
32,Self-emp-not-inc,*,Married,Admin,Husband,White,Male,0,0,75,United-States,>50K
20,Private,Bachelors,Never-Married,White-Collar,Own-child,White,Female,0,0,20,United-States,<=50K
30,Private,High School grad,Never-Married,Other,Unmarried,White,Female,0,0,24,United-States,<=50K
30,Self-emp-not-inc,High School grad,Separated,Service,Own-child,White,Female,0,0,40,United-States,<=50K
50,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Not-in-family,Black,Female,0,0,40,United-States,<=50K
39,Self-emp-not-inc,High School grad,Never-Married,Admin,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,>50K
48,Private,Bachelors,Married,Admin,Husband,White,Male,0,0,54,United-States,>50K
39,Private,High School grad,Separated,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
32,Private,High School grad,Married,Admin,Husband,White,Male,0,0,38,United-States,>50K
72,Local-gov,Dropout,Never-Married,Professional,Not-in-family,Black,Male,0,0,5,United-States,<=50K
37,Private,Masters,Separated,White-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States,<=50K
20,State-gov,Associates,Never-Married,Service,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,Bachelors,Married,Professional,Not-in-family,White,Male,0,0,40,United-States,>50K
41,Local-gov,High School grad,Never-Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
33,Private,Masters,Never-Married,White-Collar,Not-in-family,White,Male,0,0,54,United-States,>50K
22,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,35,United-States,<=50K
17,Private,Dropout,Never-Married,Service,Own-child,White,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,High School grad,Separated,Admin,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,Dropout,Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,*,Separated,Professional,Husband,White,Male,0,0,40,*,>50K
28,Private,Masters,Married,White-Collar,Husband,White,Male,0,0,50,United-States,>50K
30,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,40,United-States,<=50K
26,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,70,United-States,<=50K
37,Private,Associates,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,High School grad,Separated,Sales,Own-child,White,Male,0,0,12,United-States,<=50K
60,Private,High School grad,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
60,Self-emp-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States,>50K
42,Private,Masters,Separated,Service,Not-in-family,White,Female,0,0,60,*,<=50K
79,Private,Associates,Widowed,Professional,Husband,White,Male,0,0,24,United-States,<=50K
36,Self-emp-not-inc,Dropout,Never-Married,Service,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,45,United-States,<=50K
49,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,440,40,United-States,>50K
41,Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,High School grad,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
57,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
34,Local-gov,Associates,Married,Professional,Husband,White,Male,0,0,60,United-States,<=50K
19,Private,High School grad,Married,Admin,Wife,White,Female,0,0,60,United-States,<=50K
42,Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,25,United-States,<=50K
22,Private,High School grad,Never-Married,Other,Own-child,White,Male,0,0,40,United-States,<=50K
19,State-gov,Associates,Never-Married,Admin,Own-child,Asian-Pac-Islander,Female,0,0,15,*,<=50K
34,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,Associates,Never-Married,White-Collar,Not-in-family,White,Female,0,0,46,*,<=50K
34,Private,High School grad,Separated,Admin,Not-in-family,White,Male,0,0,48,United-States,<=50K
49,Self-emp-not-inc,Associates,Married,Other,Husband,White,Male,0,0,60,United-States,<=50K
43,Local-gov,Bachelors,Married,White-Collar,Husband,White,Male,0,1902,40,United-States,>50K
39,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,50,United-States,>50K
21,State-gov,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,35,United-States,<=50K
43,Self-emp-not-inc,Bachelors,Separated,Other,Wife,Black,Female,0,0,80,United-States,<=50K
73,Self-emp-not-inc,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,30,United-States,<=50K
36,Self-emp-not-inc,High School grad,Separated,Service,Unmarried,Black,Female,0,0,16,United-States,<=50K
41,Private,Bachelors,Separated,Service,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,High School grad,Married,Admin,Husband,Black,Male,0,0,40,United-States,<=50K
34,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,High School grad,Married,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
27,Private,High School grad,Separated,Blue-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
43,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,54,United-States,<=50K
34,Private,High School grad,Separated,White-Collar,Own-child,White,Male,0,0,42,*,<=50K
42,Self-emp-not-inc,Masters,Never-Married,White-Collar,Not-in-family,White,Male,0,0,70,United-States,<=50K
37,Private,High School grad,Never-Married,Other,Not-in-family,Black,Male,0,0,44,United-States,<=50K
28,Private,High School grad,Separated,Other,Not-in-family,Black,Male,0,0,40,United-States,<=50K
27,Private,Bachelors,Never-Married,Service,Not-in-family,White,Male,0,0,50,United-States,<=50K
30,Local-gov,High School grad,Never-Married,Service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
27,Self-emp-not-inc,Bachelors,Married,White-Collar,Husband,Black,Male,0,0,50,United-States,<=50K
29,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,Black,Male,0,0,40,United-States,<=50K
36,Private,High School grad,Separated,Blue-Collar,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,43,United-States,<=50K
30,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,42,United-States,<=50K
29,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,<=50K
25,Private,High School grad,Never-Married,Blue-Collar,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Local-gov,High School grad,Separated,Blue-Collar,Not-in-family,Black,Male,0,0,20,United-States,<=50K
42,Private,High School grad,Separated,Other,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,High School grad,Never-Married,Sales,Unmarried,White,Male,0,0,35,United-States,<=50K
47,Private,High School grad,Separated,Blue-Collar,Not-in-family,Black,Female,5051,0,40,United-States,<=50K
40,Private,High School grad,Separated,Other,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Private,High School grad,Never-Married,Professional,Not-in-family,White,Female,0,0,25,United-States,<=50K
43,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Female,0,0,40,United-States,<=50K
43,Private,*,Married,Blue-Collar,Husband,White,Male,0,1977,52,*,>50K
32,Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,30,United-States,<=50K
38,Self-emp-inc,Bachelors,Married,Sales,Not-in-family,White,Male,0,0,54,United-States,>50K
45,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,>50K
36,State-gov,Associates,Married,White-Collar,Not-in-family,White,Male,0,1651,40,Latin-America,<=50K
40,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,Black,Male,0,0,40,United-States,>50K
19,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,22,United-States,<=50K
40,Private,High School grad,Married,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
47,Private,High School grad,Married,Service,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,Dropout,Separated,Blue-Collar,Not-in-family,Black,Male,0,0,30,United-States,<=50K
36,Private,High School grad,Married,Blue-Collar,Not-in-family,Black,Male,0,0,40,United-States,<=50K
52,Private,Masters,Separated,Professional,Husband,White,Male,15024,0,60,United-States,>50K
55,Private,High School grad,Separated,Professional,Husband,White,Male,0,0,99,United-States,>50K
25,Private,Bachelors,Never-Married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
38,Private,Masters,Married,White-Collar,Not-in-family,White,Male,7687,0,40,United-States,>50K
51,Private,High School grad,Married,Sales,Husband,White,Male,0,0,40,*,>50K
59,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Local-gov,High School grad,Married,White-Collar,Own-child,Asian-Pac-Islander,Female,0,0,10,United-States,<=50K
45,Private,Associates,Never-Married,Admin,Not-in-family,Black,Female,0,0,40,United-States,<=50K
57,Private,Associates,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,>50K
42,Local-gov,Masters,Married,Professional,Husband,White,Male,7687,0,40,United-States,>50K
45,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,50,United-States,<=50K
34,State-gov,High School grad,Never-Married,White-Collar,Husband,White,Male,0,0,40,*,<=50K
42,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
28,State-gov,High School grad,Married,Professional,Husband,Asian-Pac-Islander,Male,15024,0,40,United-States,>50K
29,Private,High School grad,Never-Married,Professional,Not-in-family,White,Male,0,0,42,United-States,<=50K
34,Private,Bachelors,Married,Sales,Husband,White,Male,15024,0,40,United-States,>50K
49,Self-emp-inc,Masters,Separated,Professional,Husband,White,Male,99999,0,80,United-States,>50K
33,Private,Bachelors,Married,Professional,Wife,White,Female,0,0,40,United-States,>50K
38,Private,High School grad,Never-Married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
44,Private,High School grad,Separated,Admin,Not-in-family,White,Female,0,0,35,*,<=50K
48,Private,Dropout,Separated,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,High School grad,Widowed,Blue-Collar,Unmarried,White,Female,0,0,40,United-States,<=50K
17,Private,Dropout,Never-Married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
57,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,50,*,<=50K
61,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,45,United-States,>50K
21,Private,High School grad,Separated,Blue-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,High School grad,Separated,Blue-Collar,Not-in-family,Black,Female,0,0,40,United-States,<=50K
26,Private,Associates,Never-Married,Blue-Collar,Unmarried,Black,Female,0,0,65,United-States,<=50K
21,Private,Masters,Never-Married,Other,Own-child,Asian-Pac-Islander,Female,0,0,20,*,<=50K
45,Private,High School grad,Married,Sales,Wife,White,Female,0,0,20,United-States,<=50K
21,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,45,United-States,<=50K
33,State-gov,High School grad,Widowed,Service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
18,Private,Dropout,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,54,United-States,<=50K
40,Private,*,Married,Professional,Husband,White,Male,99999,0,65,United-States,>50K
40,Local-gov,Associates,Separated,Professional,Wife,White,Female,0,0,20,United-States,<=50K
25,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,60,United-States,<=50K
46,Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,30,United-States,<=50K
44,Private,High School grad,Separated,Other,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,Dropout,Never-Married,Service,Not-in-family,White,Male,0,0,50,United-States,<=50K
41,Private,Dropout,Separated,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
45,Private,High School grad,Separated,Service,Unmarried,Black,Female,0,0,30,United-States,<=50K
23,Private,Bachelors,Never-Married,Admin,Own-child,White,Female,0,0,40,United-States,<=50K
28,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Female,0,0,50,United-States,<=50K
65,Private,Dropout,Separated,Service,Unmarried,White,Male,0,0,40,United-States,<=50K
51,Private,Dropout,Separated,Service,Not-in-family,White,Female,0,0,37,United-States,<=50K
40,Private,High School grad,Never-Married,Admin,Husband,Asian-Pac-Islander,Female,0,0,45,United-States,<=50K
22,Private,High School grad,Married,Other,Husband,White,Female,0,0,45,United-States,<=50K
49,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
31,Local-gov,Masters,Never-Married,Professional,Unmarried,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
41,Self-emp-not-inc,Bachelors,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Private,Associates,Married,Sales,Not-in-family,White,Male,0,0,60,*,<=50K
62,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,65,United-States,<=50K
22,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,1496,10,United-States,<=50K
66,Local-gov,*,Married,Professional,Husband,White,Male,8816,0,50,United-States,>50K
56,State-gov,Masters,Married,Professional,Wife,White,Female,0,0,40,United-States,>50K
18,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,25,United-States,<=50K
52,Private,Dropout,Widowed,Service,Not-in-family,White,Female,0,0,25,United-States,<=50K
33,Private,Associates,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
44,Local-gov,Bachelors,Married,Admin,Husband,White,Male,0,0,52,United-States,<=50K
53,Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,35,United-States,<=50K
38,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
46,Private,Bachelors,Married,Other,Husband,White,Male,0,0,48,United-States,<=50K
35,Self-emp-not-inc,High School grad,Married,Blue-Collar,Unmarried,White,Male,0,0,50,United-States,<=50K
42,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,Associates,Separated,Admin,Not-in-family,White,Female,0,0,80,United-States,>50K
33,Private,Dropout,Never-Married,White-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Local-gov,High School grad,Separated,Admin,Husband,White,Female,0,0,40,United-States,<=50K
27,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,1740,54,United-States,>50K
30,Private,Associates,Married,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
48,Local-gov,*,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
28,State-gov,Bachelors,Never-Married,White-Collar,Husband,White,Male,0,0,50,United-States,>50K
32,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,State-gov,Bachelors,Separated,Professional,Husband,White,Male,0,0,48,United-States,<=50K
34,Private,High School grad,Married,Sales,Husband,White,Male,0,0,60,United-States,<=50K
45,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States,>50K
